file_name,ligand_name,pdb_name,file_type,file_path
5or9_ligand.mol2,5or9_ligand,5or9,mol2,../data/v2020-other-PL/5or9/5or9_ligand.mol2
5or9_ligand.sdf,5or9_ligand,5or9,sdf,../data/v2020-other-PL/5or9/5or9_ligand.sdf
4pid_ligand.mol2,4pid_ligand,4pid,mol2,../data/v2020-other-PL/4pid/4pid_ligand.mol2
4pid_ligand.sdf,4pid_ligand,4pid,sdf,../data/v2020-other-PL/4pid/4pid_ligand.sdf
5t5g_ligand.sdf,5t5g_ligand,5t5g,sdf,../data/v2020-other-PL/5t5g/5t5g_ligand.sdf
5t5g_ligand.mol2,5t5g_ligand,5t5g,mol2,../data/v2020-other-PL/5t5g/5t5g_ligand.mol2
1r1i_ligand.mol2,1r1i_ligand,1r1i,mol2,../data/v2020-other-PL/1r1i/1r1i_ligand.mol2
1r1i_ligand.sdf,1r1i_ligand,1r1i,sdf,../data/v2020-other-PL/1r1i/1r1i_ligand.sdf
3r0t_ligand.sdf,3r0t_ligand,3r0t,sdf,../data/v2020-other-PL/3r0t/3r0t_ligand.sdf
3r0t_ligand.mol2,3r0t_ligand,3r0t,mol2,../data/v2020-other-PL/3r0t/3r0t_ligand.mol2
5yjo_ligand.sdf,5yjo_ligand,5yjo,sdf,../data/v2020-other-PL/5yjo/5yjo_ligand.sdf
5yjo_ligand.mol2,5yjo_ligand,5yjo,mol2,../data/v2020-other-PL/5yjo/5yjo_ligand.mol2
5all_ligand.sdf,5all_ligand,5all,sdf,../data/v2020-other-PL/5all/5all_ligand.sdf
5all_ligand.mol2,5all_ligand,5all,mol2,../data/v2020-other-PL/5all/5all_ligand.mol2
6bgz_ligand.mol2,6bgz_ligand,6bgz,mol2,../data/v2020-other-PL/6bgz/6bgz_ligand.mol2
6bgz_ligand.sdf,6bgz_ligand,6bgz,sdf,../data/v2020-other-PL/6bgz/6bgz_ligand.sdf
1mm7_ligand.mol2,1mm7_ligand,1mm7,mol2,../data/v2020-other-PL/1mm7/1mm7_ligand.mol2
1mm7_ligand.sdf,1mm7_ligand,1mm7,sdf,../data/v2020-other-PL/1mm7/1mm7_ligand.sdf
5uiu_ligand.mol2,5uiu_ligand,5uiu,mol2,../data/v2020-other-PL/5uiu/5uiu_ligand.mol2
5uiu_ligand.sdf,5uiu_ligand,5uiu,sdf,../data/v2020-other-PL/5uiu/5uiu_ligand.sdf
6agk_ligand.mol2,6agk_ligand,6agk,mol2,../data/v2020-other-PL/6agk/6agk_ligand.mol2
6agk_ligand.sdf,6agk_ligand,6agk,sdf,../data/v2020-other-PL/6agk/6agk_ligand.sdf
1l2s_ligand.mol2,1l2s_ligand,1l2s,mol2,../data/v2020-other-PL/1l2s/1l2s_ligand.mol2
1l2s_ligand.sdf,1l2s_ligand,1l2s,sdf,../data/v2020-other-PL/1l2s/1l2s_ligand.sdf
4i7f_ligand.sdf,4i7f_ligand,4i7f,sdf,../data/v2020-other-PL/4i7f/4i7f_ligand.sdf
4i7f_ligand.mol2,4i7f_ligand,4i7f,mol2,../data/v2020-other-PL/4i7f/4i7f_ligand.mol2
6ajh_ligand.mol2,6ajh_ligand,6ajh,mol2,../data/v2020-other-PL/6ajh/6ajh_ligand.mol2
6ajh_ligand.sdf,6ajh_ligand,6ajh,sdf,../data/v2020-other-PL/6ajh/6ajh_ligand.sdf
6qz8_ligand.mol2,6qz8_ligand,6qz8,mol2,../data/v2020-other-PL/6qz8/6qz8_ligand.mol2
6qz8_ligand.sdf,6qz8_ligand,6qz8,sdf,../data/v2020-other-PL/6qz8/6qz8_ligand.sdf
2i40_ligand.sdf,2i40_ligand,2i40,sdf,../data/v2020-other-PL/2i40/2i40_ligand.sdf
2i40_ligand.mol2,2i40_ligand,2i40,mol2,../data/v2020-other-PL/2i40/2i40_ligand.mol2
5f3i_ligand.mol2,5f3i_ligand,5f3i,mol2,../data/v2020-other-PL/5f3i/5f3i_ligand.mol2
5f3i_ligand.sdf,5f3i_ligand,5f3i,sdf,../data/v2020-other-PL/5f3i/5f3i_ligand.sdf
2va6_ligand.sdf,2va6_ligand,2va6,sdf,../data/v2020-other-PL/2va6/2va6_ligand.sdf
2va6_ligand.mol2,2va6_ligand,2va6,mol2,../data/v2020-other-PL/2va6/2va6_ligand.mol2
5hka_ligand.sdf,5hka_ligand,5hka,sdf,../data/v2020-other-PL/5hka/5hka_ligand.sdf
5hka_ligand.mol2,5hka_ligand,5hka,mol2,../data/v2020-other-PL/5hka/5hka_ligand.mol2
4x60_ligand.mol2,4x60_ligand,4x60,mol2,../data/v2020-other-PL/4x60/4x60_ligand.mol2
4x60_ligand.sdf,4x60_ligand,4x60,sdf,../data/v2020-other-PL/4x60/4x60_ligand.sdf
6g4n_ligand.sdf,6g4n_ligand,6g4n,sdf,../data/v2020-other-PL/6g4n/6g4n_ligand.sdf
6g4n_ligand.mol2,6g4n_ligand,6g4n,mol2,../data/v2020-other-PL/6g4n/6g4n_ligand.mol2
1k9r_ligand.mol2,1k9r_ligand,1k9r,mol2,../data/v2020-other-PL/1k9r/1k9r_ligand.mol2
1k9r_ligand.sdf,1k9r_ligand,1k9r,sdf,../data/v2020-other-PL/1k9r/1k9r_ligand.sdf
2yq6_ligand.mol2,2yq6_ligand,2yq6,mol2,../data/v2020-other-PL/2yq6/2yq6_ligand.mol2
2yq6_ligand.sdf,2yq6_ligand,2yq6,sdf,../data/v2020-other-PL/2yq6/2yq6_ligand.sdf
5gso_ligand.mol2,5gso_ligand,5gso,mol2,../data/v2020-other-PL/5gso/5gso_ligand.mol2
5gso_ligand.sdf,5gso_ligand,5gso,sdf,../data/v2020-other-PL/5gso/5gso_ligand.sdf
6o3w_ligand.sdf,6o3w_ligand,6o3w,sdf,../data/v2020-other-PL/6o3w/6o3w_ligand.sdf
6o3w_ligand.mol2,6o3w_ligand,6o3w,mol2,../data/v2020-other-PL/6o3w/6o3w_ligand.mol2
3zs1_ligand.mol2,3zs1_ligand,3zs1,mol2,../data/v2020-other-PL/3zs1/3zs1_ligand.mol2
3zs1_ligand.sdf,3zs1_ligand,3zs1,sdf,../data/v2020-other-PL/3zs1/3zs1_ligand.sdf
5yso_ligand.sdf,5yso_ligand,5yso,sdf,../data/v2020-other-PL/5yso/5yso_ligand.sdf
5yso_ligand.mol2,5yso_ligand,5yso,mol2,../data/v2020-other-PL/5yso/5yso_ligand.mol2
4gwi_ligand.mol2,4gwi_ligand,4gwi,mol2,../data/v2020-other-PL/4gwi/4gwi_ligand.mol2
4gwi_ligand.sdf,4gwi_ligand,4gwi,sdf,../data/v2020-other-PL/4gwi/4gwi_ligand.sdf
1p4u_ligand.mol2,1p4u_ligand,1p4u,mol2,../data/v2020-other-PL/1p4u/1p4u_ligand.mol2
1p4u_ligand.sdf,1p4u_ligand,1p4u,sdf,../data/v2020-other-PL/1p4u/1p4u_ligand.sdf
2r3m_ligand.mol2,2r3m_ligand,2r3m,mol2,../data/v2020-other-PL/2r3m/2r3m_ligand.mol2
2r3m_ligand.sdf,2r3m_ligand,2r3m,sdf,../data/v2020-other-PL/2r3m/2r3m_ligand.sdf
6r7k_ligand.mol2,6r7k_ligand,6r7k,mol2,../data/v2020-other-PL/6r7k/6r7k_ligand.mol2
6r7k_ligand.sdf,6r7k_ligand,6r7k,sdf,../data/v2020-other-PL/6r7k/6r7k_ligand.sdf
3g8e_ligand.mol2,3g8e_ligand,3g8e,mol2,../data/v2020-other-PL/3g8e/3g8e_ligand.mol2
3g8e_ligand.sdf,3g8e_ligand,3g8e,sdf,../data/v2020-other-PL/3g8e/3g8e_ligand.sdf
4dru_ligand.sdf,4dru_ligand,4dru,sdf,../data/v2020-other-PL/4dru/4dru_ligand.sdf
4dru_ligand.mol2,4dru_ligand,4dru,mol2,../data/v2020-other-PL/4dru/4dru_ligand.mol2
1q1m_ligand.mol2,1q1m_ligand,1q1m,mol2,../data/v2020-other-PL/1q1m/1q1m_ligand.mol2
1q1m_ligand.sdf,1q1m_ligand,1q1m,sdf,../data/v2020-other-PL/1q1m/1q1m_ligand.sdf
5w8i_ligand.sdf,5w8i_ligand,5w8i,sdf,../data/v2020-other-PL/5w8i/5w8i_ligand.sdf
5w8i_ligand.mol2,5w8i_ligand,5w8i,mol2,../data/v2020-other-PL/5w8i/5w8i_ligand.mol2
3i1y_ligand.mol2,3i1y_ligand,3i1y,mol2,../data/v2020-other-PL/3i1y/3i1y_ligand.mol2
3i1y_ligand.sdf,3i1y_ligand,3i1y,sdf,../data/v2020-other-PL/3i1y/3i1y_ligand.sdf
4n8d_ligand.mol2,4n8d_ligand,4n8d,mol2,../data/v2020-other-PL/4n8d/4n8d_ligand.mol2
4n8d_ligand.sdf,4n8d_ligand,4n8d,sdf,../data/v2020-other-PL/4n8d/4n8d_ligand.sdf
4lwv_ligand.sdf,4lwv_ligand,4lwv,sdf,../data/v2020-other-PL/4lwv/4lwv_ligand.sdf
4lwv_ligand.mol2,4lwv_ligand,4lwv,mol2,../data/v2020-other-PL/4lwv/4lwv_ligand.mol2
5qim_ligand.mol2,5qim_ligand,5qim,mol2,../data/v2020-other-PL/5qim/5qim_ligand.mol2
5qim_ligand.sdf,5qim_ligand,5qim,sdf,../data/v2020-other-PL/5qim/5qim_ligand.sdf
6s8a_ligand.sdf,6s8a_ligand,6s8a,sdf,../data/v2020-other-PL/6s8a/6s8a_ligand.sdf
6s8a_ligand.mol2,6s8a_ligand,6s8a,mol2,../data/v2020-other-PL/6s8a/6s8a_ligand.mol2
4yne_ligand.sdf,4yne_ligand,4yne,sdf,../data/v2020-other-PL/4yne/4yne_ligand.sdf
4yne_ligand.mol2,4yne_ligand,4yne,mol2,../data/v2020-other-PL/4yne/4yne_ligand.mol2
6kla_ligand.mol2,6kla_ligand,6kla,mol2,../data/v2020-other-PL/6kla/6kla_ligand.mol2
6kla_ligand.sdf,6kla_ligand,6kla,sdf,../data/v2020-other-PL/6kla/6kla_ligand.sdf
2fl5_ligand.mol2,2fl5_ligand,2fl5,mol2,../data/v2020-other-PL/2fl5/2fl5_ligand.mol2
2fl5_ligand.sdf,2fl5_ligand,2fl5,sdf,../data/v2020-other-PL/2fl5/2fl5_ligand.sdf
4amx_ligand.sdf,4amx_ligand,4amx,sdf,../data/v2020-other-PL/4amx/4amx_ligand.sdf
4amx_ligand.mol2,4amx_ligand,4amx,mol2,../data/v2020-other-PL/4amx/4amx_ligand.mol2
5wev_ligand.mol2,5wev_ligand,5wev,mol2,../data/v2020-other-PL/5wev/5wev_ligand.mol2
5wev_ligand.sdf,5wev_ligand,5wev,sdf,../data/v2020-other-PL/5wev/5wev_ligand.sdf
4hy4_ligand.mol2,4hy4_ligand,4hy4,mol2,../data/v2020-other-PL/4hy4/4hy4_ligand.mol2
4hy4_ligand.sdf,4hy4_ligand,4hy4,sdf,../data/v2020-other-PL/4hy4/4hy4_ligand.sdf
6qtw_ligand.sdf,6qtw_ligand,6qtw,sdf,../data/v2020-other-PL/6qtw/6qtw_ligand.sdf
6qtw_ligand.mol2,6qtw_ligand,6qtw,mol2,../data/v2020-other-PL/6qtw/6qtw_ligand.mol2
3d14_ligand.mol2,3d14_ligand,3d14,mol2,../data/v2020-other-PL/3d14/3d14_ligand.mol2
3d14_ligand.sdf,3d14_ligand,3d14,sdf,../data/v2020-other-PL/3d14/3d14_ligand.sdf
4fci_ligand.sdf,4fci_ligand,4fci,sdf,../data/v2020-other-PL/4fci/4fci_ligand.sdf
4fci_ligand.mol2,4fci_ligand,4fci,mol2,../data/v2020-other-PL/4fci/4fci_ligand.mol2
4av0_ligand.mol2,4av0_ligand,4av0,mol2,../data/v2020-other-PL/4av0/4av0_ligand.mol2
4av0_ligand.sdf,4av0_ligand,4av0,sdf,../data/v2020-other-PL/4av0/4av0_ligand.sdf
4lv2_ligand.mol2,4lv2_ligand,4lv2,mol2,../data/v2020-other-PL/4lv2/4lv2_ligand.mol2
4lv2_ligand.sdf,4lv2_ligand,4lv2,sdf,../data/v2020-other-PL/4lv2/4lv2_ligand.sdf
6fam_ligand.sdf,6fam_ligand,6fam,sdf,../data/v2020-other-PL/6fam/6fam_ligand.sdf
6fam_ligand.mol2,6fam_ligand,6fam,mol2,../data/v2020-other-PL/6fam/6fam_ligand.mol2
6rmf_ligand.mol2,6rmf_ligand,6rmf,mol2,../data/v2020-other-PL/6rmf/6rmf_ligand.mol2
6rmf_ligand.sdf,6rmf_ligand,6rmf,sdf,../data/v2020-other-PL/6rmf/6rmf_ligand.sdf
3i6z_ligand.mol2,3i6z_ligand,3i6z,mol2,../data/v2020-other-PL/3i6z/3i6z_ligand.mol2
3i6z_ligand.sdf,3i6z_ligand,3i6z,sdf,../data/v2020-other-PL/3i6z/3i6z_ligand.sdf
2opb_ligand.sdf,2opb_ligand,2opb,sdf,../data/v2020-other-PL/2opb/2opb_ligand.sdf
2opb_ligand.mol2,2opb_ligand,2opb,mol2,../data/v2020-other-PL/2opb/2opb_ligand.mol2
4lj3_ligand.mol2,4lj3_ligand,4lj3,mol2,../data/v2020-other-PL/4lj3/4lj3_ligand.mol2
4lj3_ligand.sdf,4lj3_ligand,4lj3,sdf,../data/v2020-other-PL/4lj3/4lj3_ligand.sdf
4wsj_ligand.sdf,4wsj_ligand,4wsj,sdf,../data/v2020-other-PL/4wsj/4wsj_ligand.sdf
4wsj_ligand.mol2,4wsj_ligand,4wsj,mol2,../data/v2020-other-PL/4wsj/4wsj_ligand.mol2
6n0p_ligand.mol2,6n0p_ligand,6n0p,mol2,../data/v2020-other-PL/6n0p/6n0p_ligand.mol2
6n0p_ligand.sdf,6n0p_ligand,6n0p,sdf,../data/v2020-other-PL/6n0p/6n0p_ligand.sdf
5le1_ligand.mol2,5le1_ligand,5le1,mol2,../data/v2020-other-PL/5le1/5le1_ligand.mol2
5le1_ligand.sdf,5le1_ligand,5le1,sdf,../data/v2020-other-PL/5le1/5le1_ligand.sdf
1q6n_ligand.sdf,1q6n_ligand,1q6n,sdf,../data/v2020-other-PL/1q6n/1q6n_ligand.sdf
1q6n_ligand.mol2,1q6n_ligand,1q6n,mol2,../data/v2020-other-PL/1q6n/1q6n_ligand.mol2
5j71_ligand.mol2,5j71_ligand,5j71,mol2,../data/v2020-other-PL/5j71/5j71_ligand.mol2
5j71_ligand.sdf,5j71_ligand,5j71,sdf,../data/v2020-other-PL/5j71/5j71_ligand.sdf
3ax5_ligand.mol2,3ax5_ligand,3ax5,mol2,../data/v2020-other-PL/3ax5/3ax5_ligand.mol2
3ax5_ligand.sdf,3ax5_ligand,3ax5,sdf,../data/v2020-other-PL/3ax5/3ax5_ligand.sdf
6g84_ligand.mol2,6g84_ligand,6g84,mol2,../data/v2020-other-PL/6g84/6g84_ligand.mol2
6g84_ligand.sdf,6g84_ligand,6g84,sdf,../data/v2020-other-PL/6g84/6g84_ligand.sdf
3qup_ligand.mol2,3qup_ligand,3qup,mol2,../data/v2020-other-PL/3qup/3qup_ligand.mol2
3qup_ligand.sdf,3qup_ligand,3qup,sdf,../data/v2020-other-PL/3qup/3qup_ligand.sdf
4ool_ligand.mol2,4ool_ligand,4ool,mol2,../data/v2020-other-PL/4ool/4ool_ligand.mol2
4ool_ligand.sdf,4ool_ligand,4ool,sdf,../data/v2020-other-PL/4ool/4ool_ligand.sdf
1cin_ligand.mol2,1cin_ligand,1cin,mol2,../data/v2020-other-PL/1cin/1cin_ligand.mol2
1cin_ligand.sdf,1cin_ligand,1cin,sdf,../data/v2020-other-PL/1cin/1cin_ligand.sdf
5u51_ligand.mol2,5u51_ligand,5u51,mol2,../data/v2020-other-PL/5u51/5u51_ligand.mol2
5u51_ligand.sdf,5u51_ligand,5u51,sdf,../data/v2020-other-PL/5u51/5u51_ligand.sdf
4oyt_ligand.sdf,4oyt_ligand,4oyt,sdf,../data/v2020-other-PL/4oyt/4oyt_ligand.sdf
4oyt_ligand.mol2,4oyt_ligand,4oyt,mol2,../data/v2020-other-PL/4oyt/4oyt_ligand.mol2
2fx9_ligand.sdf,2fx9_ligand,2fx9,sdf,../data/v2020-other-PL/2fx9/2fx9_ligand.sdf
2fx9_ligand.mol2,2fx9_ligand,2fx9,mol2,../data/v2020-other-PL/2fx9/2fx9_ligand.mol2
3okh_ligand.mol2,3okh_ligand,3okh,mol2,../data/v2020-other-PL/3okh/3okh_ligand.mol2
3okh_ligand.sdf,3okh_ligand,3okh,sdf,../data/v2020-other-PL/3okh/3okh_ligand.sdf
4bch_ligand.mol2,4bch_ligand,4bch,mol2,../data/v2020-other-PL/4bch/4bch_ligand.mol2
4bch_ligand.sdf,4bch_ligand,4bch,sdf,../data/v2020-other-PL/4bch/4bch_ligand.sdf
2os9_ligand.sdf,2os9_ligand,2os9,sdf,../data/v2020-other-PL/2os9/2os9_ligand.sdf
2os9_ligand.mol2,2os9_ligand,2os9,mol2,../data/v2020-other-PL/2os9/2os9_ligand.mol2
3g3m_ligand.mol2,3g3m_ligand,3g3m,mol2,../data/v2020-other-PL/3g3m/3g3m_ligand.mol2
3g3m_ligand.sdf,3g3m_ligand,3g3m,sdf,../data/v2020-other-PL/3g3m/3g3m_ligand.sdf
4ys7_ligand.mol2,4ys7_ligand,4ys7,mol2,../data/v2020-other-PL/4ys7/4ys7_ligand.mol2
4ys7_ligand.sdf,4ys7_ligand,4ys7,sdf,../data/v2020-other-PL/4ys7/4ys7_ligand.sdf
1fdq_ligand.sdf,1fdq_ligand,1fdq,sdf,../data/v2020-other-PL/1fdq/1fdq_ligand.sdf
1fdq_ligand.mol2,1fdq_ligand,1fdq,mol2,../data/v2020-other-PL/1fdq/1fdq_ligand.mol2
5lh4_ligand.mol2,5lh4_ligand,5lh4,mol2,../data/v2020-other-PL/5lh4/5lh4_ligand.mol2
5lh4_ligand.sdf,5lh4_ligand,5lh4,sdf,../data/v2020-other-PL/5lh4/5lh4_ligand.sdf
3sl0_ligand.mol2,3sl0_ligand,3sl0,mol2,../data/v2020-other-PL/3sl0/3sl0_ligand.mol2
3sl0_ligand.sdf,3sl0_ligand,3sl0,sdf,../data/v2020-other-PL/3sl0/3sl0_ligand.sdf
6bl2_ligand.sdf,6bl2_ligand,6bl2,sdf,../data/v2020-other-PL/6bl2/6bl2_ligand.sdf
6bl2_ligand.mol2,6bl2_ligand,6bl2,mol2,../data/v2020-other-PL/6bl2/6bl2_ligand.mol2
3g9l_ligand.sdf,3g9l_ligand,3g9l,sdf,../data/v2020-other-PL/3g9l/3g9l_ligand.sdf
3g9l_ligand.mol2,3g9l_ligand,3g9l,mol2,../data/v2020-other-PL/3g9l/3g9l_ligand.mol2
6me5_ligand.mol2,6me5_ligand,6me5,mol2,../data/v2020-other-PL/6me5/6me5_ligand.mol2
6me5_ligand.sdf,6me5_ligand,6me5,sdf,../data/v2020-other-PL/6me5/6me5_ligand.sdf
2yb9_ligand.mol2,2yb9_ligand,2yb9,mol2,../data/v2020-other-PL/2yb9/2yb9_ligand.mol2
2yb9_ligand.sdf,2yb9_ligand,2yb9,sdf,../data/v2020-other-PL/2yb9/2yb9_ligand.sdf
5auu_ligand.mol2,5auu_ligand,5auu,mol2,../data/v2020-other-PL/5auu/5auu_ligand.mol2
5auu_ligand.sdf,5auu_ligand,5auu,sdf,../data/v2020-other-PL/5auu/5auu_ligand.sdf
2z6w_ligand.mol2,2z6w_ligand,2z6w,mol2,../data/v2020-other-PL/2z6w/2z6w_ligand.mol2
2z6w_ligand.sdf,2z6w_ligand,2z6w,sdf,../data/v2020-other-PL/2z6w/2z6w_ligand.sdf
1g3m_ligand.sdf,1g3m_ligand,1g3m,sdf,../data/v2020-other-PL/1g3m/1g3m_ligand.sdf
1g3m_ligand.mol2,1g3m_ligand,1g3m,mol2,../data/v2020-other-PL/1g3m/1g3m_ligand.mol2
2nnk_ligand.sdf,2nnk_ligand,2nnk,sdf,../data/v2020-other-PL/2nnk/2nnk_ligand.sdf
2nnk_ligand.mol2,2nnk_ligand,2nnk,mol2,../data/v2020-other-PL/2nnk/2nnk_ligand.mol2
4eft_ligand.sdf,4eft_ligand,4eft,sdf,../data/v2020-other-PL/4eft/4eft_ligand.sdf
4eft_ligand.mol2,4eft_ligand,4eft,mol2,../data/v2020-other-PL/4eft/4eft_ligand.mol2
4pks_ligand.sdf,4pks_ligand,4pks,sdf,../data/v2020-other-PL/4pks/4pks_ligand.sdf
4pks_ligand.mol2,4pks_ligand,4pks,mol2,../data/v2020-other-PL/4pks/4pks_ligand.mol2
4s3f_ligand.mol2,4s3f_ligand,4s3f,mol2,../data/v2020-other-PL/4s3f/4s3f_ligand.mol2
4s3f_ligand.sdf,4s3f_ligand,4s3f,sdf,../data/v2020-other-PL/4s3f/4s3f_ligand.sdf
3k0h_ligand.sdf,3k0h_ligand,3k0h,sdf,../data/v2020-other-PL/3k0h/3k0h_ligand.sdf
3k0h_ligand.mol2,3k0h_ligand,3k0h,mol2,../data/v2020-other-PL/3k0h/3k0h_ligand.mol2
3ckt_ligand.sdf,3ckt_ligand,3ckt,sdf,../data/v2020-other-PL/3ckt/3ckt_ligand.sdf
3ckt_ligand.mol2,3ckt_ligand,3ckt,mol2,../data/v2020-other-PL/3ckt/3ckt_ligand.mol2
1zfp_ligand.sdf,1zfp_ligand,1zfp,sdf,../data/v2020-other-PL/1zfp/1zfp_ligand.sdf
1zfp_ligand.mol2,1zfp_ligand,1zfp,mol2,../data/v2020-other-PL/1zfp/1zfp_ligand.mol2
3shy_ligand.sdf,3shy_ligand,3shy,sdf,../data/v2020-other-PL/3shy/3shy_ligand.sdf
3shy_ligand.mol2,3shy_ligand,3shy,mol2,../data/v2020-other-PL/3shy/3shy_ligand.mol2
6b0v_ligand.sdf,6b0v_ligand,6b0v,sdf,../data/v2020-other-PL/6b0v/6b0v_ligand.sdf
6b0v_ligand.mol2,6b0v_ligand,6b0v,mol2,../data/v2020-other-PL/6b0v/6b0v_ligand.mol2
5nmg_ligand.mol2,5nmg_ligand,5nmg,mol2,../data/v2020-other-PL/5nmg/5nmg_ligand.mol2
5nmg_ligand.sdf,5nmg_ligand,5nmg,sdf,../data/v2020-other-PL/5nmg/5nmg_ligand.sdf
2m3o_ligand.sdf,2m3o_ligand,2m3o,sdf,../data/v2020-other-PL/2m3o/2m3o_ligand.sdf
2m3o_ligand.mol2,2m3o_ligand,2m3o,mol2,../data/v2020-other-PL/2m3o/2m3o_ligand.mol2
4cmu_ligand.mol2,4cmu_ligand,4cmu,mol2,../data/v2020-other-PL/4cmu/4cmu_ligand.mol2
4cmu_ligand.sdf,4cmu_ligand,4cmu,sdf,../data/v2020-other-PL/4cmu/4cmu_ligand.sdf
3nin_ligand.sdf,3nin_ligand,3nin,sdf,../data/v2020-other-PL/3nin/3nin_ligand.sdf
3nin_ligand.mol2,3nin_ligand,3nin,mol2,../data/v2020-other-PL/3nin/3nin_ligand.mol2
3bi0_ligand.mol2,3bi0_ligand,3bi0,mol2,../data/v2020-other-PL/3bi0/3bi0_ligand.mol2
3bi0_ligand.sdf,3bi0_ligand,3bi0,sdf,../data/v2020-other-PL/3bi0/3bi0_ligand.sdf
5agu_ligand.mol2,5agu_ligand,5agu,mol2,../data/v2020-other-PL/5agu/5agu_ligand.mol2
5agu_ligand.sdf,5agu_ligand,5agu,sdf,../data/v2020-other-PL/5agu/5agu_ligand.sdf
1hgi_ligand.mol2,1hgi_ligand,1hgi,mol2,../data/v2020-other-PL/1hgi/1hgi_ligand.mol2
1hgi_ligand.sdf,1hgi_ligand,1hgi,sdf,../data/v2020-other-PL/1hgi/1hgi_ligand.sdf
4zs2_ligand.sdf,4zs2_ligand,4zs2,sdf,../data/v2020-other-PL/4zs2/4zs2_ligand.sdf
4zs2_ligand.mol2,4zs2_ligand,4zs2,mol2,../data/v2020-other-PL/4zs2/4zs2_ligand.mol2
3ti1_ligand.sdf,3ti1_ligand,3ti1,sdf,../data/v2020-other-PL/3ti1/3ti1_ligand.sdf
3ti1_ligand.mol2,3ti1_ligand,3ti1,mol2,../data/v2020-other-PL/3ti1/3ti1_ligand.mol2
5a85_ligand.mol2,5a85_ligand,5a85,mol2,../data/v2020-other-PL/5a85/5a85_ligand.mol2
5a85_ligand.sdf,5a85_ligand,5a85,sdf,../data/v2020-other-PL/5a85/5a85_ligand.sdf
4eeh_ligand.mol2,4eeh_ligand,4eeh,mol2,../data/v2020-other-PL/4eeh/4eeh_ligand.mol2
4eeh_ligand.sdf,4eeh_ligand,4eeh,sdf,../data/v2020-other-PL/4eeh/4eeh_ligand.sdf
2itz_ligand.sdf,2itz_ligand,2itz,sdf,../data/v2020-other-PL/2itz/2itz_ligand.sdf
2itz_ligand.mol2,2itz_ligand,2itz,mol2,../data/v2020-other-PL/2itz/2itz_ligand.mol2
1zfk_ligand.mol2,1zfk_ligand,1zfk,mol2,../data/v2020-other-PL/1zfk/1zfk_ligand.mol2
1zfk_ligand.sdf,1zfk_ligand,1zfk,sdf,../data/v2020-other-PL/1zfk/1zfk_ligand.sdf
2hds_ligand.mol2,2hds_ligand,2hds,mol2,../data/v2020-other-PL/2hds/2hds_ligand.mol2
2hds_ligand.sdf,2hds_ligand,2hds,sdf,../data/v2020-other-PL/2hds/2hds_ligand.sdf
3nc4_ligand.sdf,3nc4_ligand,3nc4,sdf,../data/v2020-other-PL/3nc4/3nc4_ligand.sdf
3nc4_ligand.mol2,3nc4_ligand,3nc4,mol2,../data/v2020-other-PL/3nc4/3nc4_ligand.mol2
4jff_ligand.mol2,4jff_ligand,4jff,mol2,../data/v2020-other-PL/4jff/4jff_ligand.mol2
4jff_ligand.sdf,4jff_ligand,4jff,sdf,../data/v2020-other-PL/4jff/4jff_ligand.sdf
6iae_ligand.mol2,6iae_ligand,6iae,mol2,../data/v2020-other-PL/6iae/6iae_ligand.mol2
6iae_ligand.sdf,6iae_ligand,6iae,sdf,../data/v2020-other-PL/6iae/6iae_ligand.sdf
6c5q_ligand.mol2,6c5q_ligand,6c5q,mol2,../data/v2020-other-PL/6c5q/6c5q_ligand.mol2
6c5q_ligand.sdf,6c5q_ligand,6c5q,sdf,../data/v2020-other-PL/6c5q/6c5q_ligand.sdf
4imz_ligand.mol2,4imz_ligand,4imz,mol2,../data/v2020-other-PL/4imz/4imz_ligand.mol2
4imz_ligand.sdf,4imz_ligand,4imz,sdf,../data/v2020-other-PL/4imz/4imz_ligand.sdf
1a86_ligand.mol2,1a86_ligand,1a86,mol2,../data/v2020-other-PL/1a86/1a86_ligand.mol2
1a86_ligand.sdf,1a86_ligand,1a86,sdf,../data/v2020-other-PL/1a86/1a86_ligand.sdf
4n7y_ligand.sdf,4n7y_ligand,4n7y,sdf,../data/v2020-other-PL/4n7y/4n7y_ligand.sdf
4n7y_ligand.mol2,4n7y_ligand,4n7y,mol2,../data/v2020-other-PL/4n7y/4n7y_ligand.mol2
1ga8_ligand.sdf,1ga8_ligand,1ga8,sdf,../data/v2020-other-PL/1ga8/1ga8_ligand.sdf
1ga8_ligand.mol2,1ga8_ligand,1ga8,mol2,../data/v2020-other-PL/1ga8/1ga8_ligand.mol2
1m74_ligand.mol2,1m74_ligand,1m74,mol2,../data/v2020-other-PL/1m74/1m74_ligand.mol2
1m74_ligand.sdf,1m74_ligand,1m74,sdf,../data/v2020-other-PL/1m74/1m74_ligand.sdf
2byh_ligand.sdf,2byh_ligand,2byh,sdf,../data/v2020-other-PL/2byh/2byh_ligand.sdf
2byh_ligand.mol2,2byh_ligand,2byh,mol2,../data/v2020-other-PL/2byh/2byh_ligand.mol2
5mo2_ligand.sdf,5mo2_ligand,5mo2,sdf,../data/v2020-other-PL/5mo2/5mo2_ligand.sdf
5mo2_ligand.mol2,5mo2_ligand,5mo2,mol2,../data/v2020-other-PL/5mo2/5mo2_ligand.mol2
